,played_at,track_name,explicit,duration_ms,type,playlist_url
0,2017-06-24T18:57:25.899Z,People In Tha Middle,False,302138,playlist,https://open.spotify.com/user/1170891844/playlist/29XAftFCmwVBJ64ROX8gzA
1,2017-06-24T18:52:23.008Z,I Can Give,True,226426,playlist,https://open.spotify.com/user/1170891844/playlist/29XAftFCmwVBJ64ROX8gzA
2,2017-05-03T12:42:42.156Z,Loving You Baby,False,212312,playlist,
3,2017-06-10T09:29:39.470Z,All The Time,False,313107,playlist,https://open.spotify.com/user/1253842/playlist/5yb4olonApvaO9LlmQXS88
4,2017-06-27T00:24:42.441Z,Xenomorphic,False,318000,playlist,https://open.spotify.com/user/1247547868/playlist/7AvfjBMGuUC1ZCYn5nI4R4
5,2017-06-06T07:42:35.133Z,Gratitude - Original Mix,False,466285,playlist,https://open.spotify.com/user/snip3rwarface/playlist/0OEieW2vRqVZRraoFsw4Z4
6,2017-04-04T12:26:10.792Z,Let The Good Times Roll,False,175733,,
7,2017-06-24T18:22:51.015Z,Slim's Return,False,236306,playlist,https://open.spotify.com/user/1170891844/playlist/29XAftFCmwVBJ64ROX8gzA
8,2017-04-18T09:40:40.808Z,Be Thankful for What You Got (Pt. 1 & Pt. 2),False,429371,playlist,
9,2017-05-24T11:15:35.451Z,All that matters,False,456774,album,https://open.spotify.com/album/1kIMVFVdytbIFuBs6iMV12
10,2017-06-09T08:03:57.958Z,Pony,False,251733,,
11,2017-06-26T21:06:10.190Z,Ground Luminosity - Ott's New Yoghurt Loom Mix,False,511706,playlist,https://open.spotify.com/user/1247547868/playlist/7AvfjBMGuUC1ZCYn5nI4R4
12,2017-04-12T09:01:10.389Z,Modified - Original Mix,False,608040,album,
13,2017-05-13T19:54:37.832Z,A Hard Day's Night,False,266066,,
14,2017-04-11T21:13:10.410Z,"Sad Days, Lonely Nights - Solo Version",False,333200,album,
15,2017-05-21T13:24:09.875Z,Devil - Remix,False,559173,artist,
16,2017-04-05T07:22:03.749Z,Hoy Es Mañana (feat. The Caribbean Ravers),True,212693,album,
17,2017-05-13T20:19:29.051Z,Mad About The Boy,False,165653,,
18,2017-05-17T15:36:40.045Z,Give It Up,True,271426,playlist,
19,2017-04-14T11:51:02.445Z,No Condition Is Permanent,False,421173,playlist,
20,2017-05-28T15:07:51.346Z,Surfin On a Rainbow,False,290466,playlist,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DX55dNU0PWnO5
21,2017-06-26T13:29:33.752Z,It's My House,False,274560,playlist,https://open.spotify.com/user/spotify/playlist/37i9dQZEVXcGxnwyDbJhDT
22,2017-05-28T12:05:14.924Z,Nobody Falls,False,263973,,
23,2017-05-22T21:19:27.091Z,Two Fish and an Elephant,False,213760,,
24,2017-05-13T20:23:45.726Z,A Night In Tunisia - 1998 Digital Remaster;The Rudy Van Gelder Edition,False,256800,,
25,2017-04-14T21:02:06.604Z,On a Little Street in Singapore - Remastered,False,164960,album,
26,2017-06-27T04:08:53.370Z,A Monkey,False,525040,playlist,https://open.spotify.com/user/1247547868/playlist/7AvfjBMGuUC1ZCYn5nI4R4
27,2017-04-21T20:47:46.183Z,Trouble,False,265468,playlist,
28,2017-05-22T13:41:45.860Z,Back To Black - Acapella / Album Medley,True,229240,playlist,
29,2017-04-14T11:40:14.884Z,Liquid Love,False,269455,playlist,
30,2017-05-09T21:40:55.676Z,Sycamore Girl,True,280333,playlist,
31,2017-06-21T09:12:08.790Z,"Build It Up, Tear It Down",False,305440,album,https://open.spotify.com/album/2ELLu16F9TTREQuU4OuAnN
32,2017-05-02T21:49:59.180Z,Love For Sale,False,424640,,
33,2017-05-22T20:13:10.587Z,"Do It, Fluid",False,326066,playlist,https://open.spotify.com/user/spotify/playlist/37i9dQZEVXcGxnwyDbJhDT
34,2017-05-08T15:18:39.609Z,They Don't Want,False,263721,playlist,
35,2017-05-18T19:43:52.549Z,Ride or Die,False,215760,,
36,2017-04-21T08:08:09.979Z,Fly Guy - Instrumental,False,378227,album,
37,2017-04-08T17:11:10.517Z,Phases - Radio Edit,False,224105,playlist,
38,2017-04-22T21:07:31.714Z,Flashy Moment,False,65457,playlist,
39,2017-05-12T09:56:43.907Z,Where or When,False,168666,,
40,2017-04-06T07:29:23.278Z,Light,False,239853,playlist,
41,2017-04-29T13:00:42.721Z,Bencalado,False,615772,playlist,
42,2017-05-22T19:08:10.976Z,I Can Give,True,226426,playlist,https://open.spotify.com/user/spotify/playlist/37i9dQZEVXcGxnwyDbJhDT
43,2017-06-12T10:28:40.424Z,Cosmonaut,False,294933,playlist,https://open.spotify.com/user/1253842/playlist/5yb4olonApvaO9LlmQXS88
44,2017-05-09T20:41:13.160Z,Words to My Song,False,186946,playlist,
45,2017-06-21T20:13:23.454Z,The First and the Last - Relativ & V-Society Remix,False,483369,,
46,2017-06-08T06:18:33.016Z,Hear Me Scream,False,390106,playlist,https://open.spotify.com/user/1253842/playlist/5yb4olonApvaO9LlmQXS88
47,2017-04-16T13:24:48.718Z,Caribbean Queen (No More Love On the Run),False,246293,playlist,
48,2017-06-05T11:25:02.861Z,Fish N Grits (feat. Travis Scott),True,177826,playlist,https://open.spotify.com/user/rayscheijgrond/playlist/64sIrb0wfsN3ckkHxVHoHI
49,2017-04-24T15:23:54.730Z,Goodnight Moon,False,243777,,
50,2017-05-23T20:39:03.374Z,Pineapple X-Press - Ranji Remix,False,412992,,
51,2017-04-04T10:37:21.977Z,Dark Night,False,231466,,
52,2017-04-22T20:51:50.205Z,Saturday Gypsy,False,69067,playlist,
53,2017-05-22T12:56:52.407Z,Rim Shot - Intro,False,117600,playlist,
54,2017-04-08T16:54:47.437Z,Music Is The Answer,False,298578,playlist,
55,2017-05-28T16:25:35.140Z,This One Is for the Ladies and Gents (feat. Miles Bonny),False,264493,playlist,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DX55dNU0PWnO5
56,2017-05-27T21:39:32.454Z,Habiba,True,215978,playlist,https://open.spotify.com/user/1170891844/playlist/5ZSewQun1V59quoFUx23UF
57,2017-06-19T08:17:58.898Z,Too young,False,197973,playlist,https://open.spotify.com/user/1170891844/playlist/5ZSewQun1V59quoFUx23UF
58,2017-05-22T11:45:32.030Z,What's Going On,False,232600,playlist,
59,2017-06-27T00:38:23.328Z,Rain Geometries - Solar Fields Remix,False,455133,playlist,https://open.spotify.com/user/1247547868/playlist/7AvfjBMGuUC1ZCYn5nI4R4
60,2017-05-28T16:31:31.415Z,Double the Daily Dose,False,355737,playlist,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DX55dNU0PWnO5
61,2017-05-16T18:38:19.496Z,Soul Freedom,False,255946,playlist,
62,2017-05-21T10:41:19.460Z,Ready To Rumble,False,379239,album,
63,2017-05-24T08:01:38.817Z,Hold Your Breath - Spectrasoul Remix,False,328264,playlist,https://open.spotify.com/user/117578509/playlist/1cQdJQjiIPDnWtKEY20QHp
64,2017-04-19T13:04:13.651Z,Cookie Monster,False,230371,album,
65,2017-05-13T18:35:58.312Z,Jumpin At The Woodside,False,218306,album,
66,2017-05-28T17:33:25.058Z,Symetric Lifes,False,432000,playlist,https://open.spotify.com/user/1247547868/playlist/7AvfjBMGuUC1ZCYn5nI4R4
67,2017-05-09T08:27:44.810Z,Sea Groove,False,268173,playlist,
68,2017-06-21T20:28:57.683Z,Infinite Loop - Burn In Noise Remix,False,443076,,
69,2017-06-05T10:56:36.222Z,Why iii Love The Moon.,False,331826,playlist,https://open.spotify.com/user/nbalivemusic/playlist/7DlwwpNnzL7IFeoTOiYURN
70,2017-06-23T19:46:28.971Z,Frequency - Original Mix,False,549872,playlist,https://open.spotify.com/user/1170891844/playlist/5w75qWvgYJPlowqC1DYUIR
71,2017-05-13T19:57:23.762Z,Comin' Home Baby,False,165360,,
72,2017-05-23T19:35:30.475Z,People On Hold - Original Mix,False,483600,playlist,https://open.spotify.com/user/1170891844/playlist/5w75qWvgYJPlowqC1DYUIR
73,2017-04-21T12:37:47.197Z,Hallo - Krsa,True,273600,playlist,
74,2017-06-24T17:31:45.476Z,"Pacifics (Sdtrk ""N.Y. Is Red Hot"")",False,271373,playlist,https://open.spotify.com/user/1170891844/playlist/29XAftFCmwVBJ64ROX8gzA
75,2017-05-14T10:33:50.089Z,Bencalado,False,615772,playlist,
76,2017-04-22T22:26:39.555Z,Farewell Blues,False,194400,,
77,2017-05-23T21:04:54.186Z,Colors,False,487391,,
78,2017-04-05T13:05:12.602Z,Same Old Blues,False,211093,playlist,
79,2017-06-09T19:38:03.036Z,Big Time Line,False,449288,playlist,https://open.spotify.com/user/1170891844/playlist/0ohAttKPfPU0y53wL4HtAd
80,2017-04-21T18:57:17.039Z,Gimme Danger - Iggy Pop Mix,False,213093,artist,
81,2017-05-16T19:14:13.613Z,Groovin',False,179106,playlist,
82,2017-04-21T17:28:29.838Z,Sleep Games,False,305023,,
83,2017-06-09T06:42:36.987Z,Complain,False,360544,playlist,https://open.spotify.com/user/1170891844/playlist/34Eiti0QsIeYOZOczaDXKm
84,2017-04-18T11:22:57.845Z,Born To Roll,True,254573,playlist,
85,2017-06-23T20:59:33.305Z,Krik,False,435234,,
86,2017-04-05T09:12:00.576Z,Silverado,False,355706,artist,
87,2017-06-08T11:25:57.084Z,Rain,False,444137,playlist,https://open.spotify.com/user/1253842/playlist/5yb4olonApvaO9LlmQXS88
88,2017-04-15T14:01:15.080Z,"Hey, Good Lookin' - Single Version",False,174160,artist,
89,2017-04-14T11:23:26.830Z,Take Me High,False,285671,playlist,
90,2017-04-10T14:35:22.402Z,Late Night Interlude,False,109921,playlist,
91,2017-05-14T11:29:00.454Z,Liquid Visions,False,304218,album,
92,2017-06-12T06:23:06.677Z,Concrete Waves (Dj Premier 320 Remix),False,232778,playlist,https://open.spotify.com/user/spotify/playlist/37i9dQZEVXcGxnwyDbJhDT
93,2017-04-06T09:46:34.341Z,Get Low,True,334066,playlist,
94,2017-04-05T20:49:08.193Z,Goin' Home,False,296986,,
95,2017-05-22T20:17:51.084Z,The Talking Fish,False,280813,playlist,https://open.spotify.com/user/spotify/playlist/37i9dQZEVXcGxnwyDbJhDT
96,2017-04-03T18:57:06.408Z,Howling For Judy,False,278840,playlist,
97,2017-06-08T12:09:39.380Z,Transporter,False,312560,playlist,https://open.spotify.com/user/1253842/playlist/5yb4olonApvaO9LlmQXS88
98,2017-04-14T06:35:02.755Z,Doing It To Death - Pts. 1 & 2,False,601118,playlist,
99,2017-04-19T09:00:43.868Z,Sinhala,False,557066,album,
100,2017-06-27T07:19:33.788Z,The Reflecting Chamber,False,425213,playlist,https://open.spotify.com/user/1247547868/playlist/7AvfjBMGuUC1ZCYn5nI4R4
101,2017-04-10T18:52:30.119Z,Step It Up,False,303160,album,
102,2017-06-24T18:14:29.857Z,Bumpy's Lament,False,261333,playlist,https://open.spotify.com/user/1170891844/playlist/29XAftFCmwVBJ64ROX8gzA
103,2017-05-08T15:46:15.421Z,1960 What? - Opolopo Kick and Bass Rerub,False,504493,playlist,
104,2017-06-12T16:41:29.982Z,Too young,False,197973,,
105,2017-04-09T21:44:27.733Z,Under Mi Sensi,False,190493,playlist,
106,2017-04-09T20:55:57.965Z,Dem Gone,False,239026,playlist,
107,2017-04-14T09:23:50.788Z,Mam Yinne Wa,False,235250,playlist,
108,2017-04-03T21:06:20.967Z,Magic Mountain,False,258133,playlist,
109,2017-04-10T12:46:59.328Z,Sunday,False,180601,playlist,
110,2017-06-19T20:26:53.066Z,Holy Thursday,False,331373,playlist,https://open.spotify.com/user/spotify/playlist/37i9dQZEVXcGxnwyDbJhDT
111,2017-05-17T08:47:15.478Z,Intro (Light It Up)/Jazzalude I: New Reality Style (Medley),False,104118,album,
112,2017-04-12T08:10:46.550Z,Angels of Destruction (Neelix Whatz Up Remix),False,472941,,
113,2017-06-27T06:30:05.341Z,Angelic Particles - Buckminster Fullerine Mix,False,625826,playlist,https://open.spotify.com/user/1247547868/playlist/7AvfjBMGuUC1ZCYn5nI4R4
114,2017-05-24T11:37:17.049Z,Zig,False,356129,album,https://open.spotify.com/album/1kIMVFVdytbIFuBs6iMV12
115,2017-06-27T05:00:56.333Z,Spiritual Spearmints,False,411786,playlist,https://open.spotify.com/user/1247547868/playlist/7AvfjBMGuUC1ZCYn5nI4R4
116,2017-06-02T22:57:08.995Z,Too Easy,False,390600,,
117,2017-05-28T15:02:53.922Z,ELEMENT.,True,208733,album,https://open.spotify.com/album/7wbJhbCvhPfbK1CLAkpq25
118,2017-06-26T11:13:23.172Z,Hydraulic Pump,False,403760,playlist,https://open.spotify.com/user/spotify/playlist/37i9dQZEVXcGxnwyDbJhDT
119,2017-06-26T23:11:45.936Z,Halley Road,False,524571,playlist,https://open.spotify.com/user/1247547868/playlist/7AvfjBMGuUC1ZCYn5nI4R4
120,2017-04-21T09:27:59.492Z,Find My Home,False,241840,album,
121,2017-04-10T18:33:05.182Z,Everything,False,226666,album,
122,2017-06-04T16:15:46.151Z,So Horny For Your Horn,False,312893,album,https://open.spotify.com/album/1FptUZwFKpRFza1EfkIvOg
123,2017-04-05T08:25:54.559Z,Jég dupla whiskyvel,False,273920,,
124,2017-04-04T11:00:02.326Z,You Better Run,False,455000,,
125,2017-04-08T17:24:16.914Z,Unbound,False,247129,playlist,
126,2017-04-05T11:49:12.993Z,Explotar,False,232992,playlist,
127,2017-05-24T07:05:26.095Z,I Can Give,True,226426,playlist,https://open.spotify.com/user/1170891844/playlist/29XAftFCmwVBJ64ROX8gzA
128,2017-06-21T12:05:55.302Z,You Don't Know Me - Radio Edit,True,213946,playlist,https://open.spotify.com/user/1170891844/playlist/5gA32FfS2f6eB6sLFxumgY
129,2017-06-04T15:22:15.159Z,Dark Light,False,310866,album,https://open.spotify.com/album/1FptUZwFKpRFza1EfkIvOg
130,2017-05-24T10:41:29.978Z,Professional Rapper (feat. Snoop Dogg),True,353959,album,https://open.spotify.com/album/5eLVoIPq7P3Bu29lVgD4x0
131,2017-04-02T21:32:32.506Z,Alwayz Into Somethin',True,265000,playlist,
132,2017-04-10T19:42:16.002Z,Ain't Got Nobody,False,280666,album,
133,2017-04-05T20:17:41.743Z,Nobody but You,False,354733,,
134,2017-04-14T23:09:14.010Z,Peace Frog,False,178773,playlist,
135,2017-04-22T20:53:03.253Z,Papas Jazz,False,72730,playlist,
136,2017-04-18T09:44:13.558Z,Loving You Baby,False,212312,playlist,
137,2017-04-26T11:31:06.257Z,Loving You Baby,False,212312,playlist,
138,2017-04-09T21:48:21.279Z,Murderer,False,233146,playlist,
139,2017-04-02T20:45:30.163Z,Crazy,False,212626,playlist,
140,2017-04-08T17:46:26.994Z,Diable,True,191543,playlist,
141,2017-06-28T10:49:12.159Z,Magic Portal,False,406666,playlist,https://open.spotify.com/user/1166777603/playlist/78CnfaxoM4CZ3RJgZyj1HH
142,2017-06-21T11:59:15.727Z,Right Here Right Now,False,387706,album,https://open.spotify.com/album/2ELLu16F9TTREQuU4OuAnN
143,2017-05-17T07:48:42.682Z,Fool's Ride,False,206786,playlist,
144,2017-05-09T08:23:15.841Z,Give the Drummer Some,False,287000,playlist,
145,2017-04-05T19:51:02.366Z,Classic (feat. Fetty Wap & POWERS ),False,219388,,
146,2017-05-22T19:54:37.953Z,Insane in the Brain,False,202013,playlist,https://open.spotify.com/user/spotify/playlist/37i9dQZEVXcGxnwyDbJhDT
147,2017-06-05T11:58:04.306Z,Hops Of Hades [Mix Cut] - Original Mix,False,195535,playlist,https://open.spotify.com/user/snip3rwarface/playlist/0OEieW2vRqVZRraoFsw4Z4
148,2017-05-02T21:02:17.217Z,Sweet Baby,False,227200,,
149,2017-05-23T08:29:22.364Z,Surely Burn,False,184520,album,https://open.spotify.com/album/451kD1EliOug21dypPYnMn
150,2017-05-11T15:54:49.541Z,Ain't No Love In The Heart Of The City - Single Version,False,233560,playlist,
151,2017-04-15T21:33:13.182Z,Exactly Like You,False,218400,playlist,
152,2017-06-12T16:48:25.034Z,Capricorn,False,491506,,
153,2017-06-12T08:51:28.930Z,I Get Lifted,False,166466,playlist,https://open.spotify.com/user/spotify/playlist/37i9dQZEVXcGxnwyDbJhDT
154,2017-06-24T17:54:36.602Z,Tetra Hydro Booster,False,406423,playlist,https://open.spotify.com/user/1170891844/playlist/29XAftFCmwVBJ64ROX8gzA
155,2017-05-10T08:33:14.679Z,But It Comes Out Mad,False,320360,album,
156,2017-04-04T12:07:01.199Z,Mary Jane,False,297346,,
157,2017-04-21T18:17:42.216Z,Do You Hear Them,False,225688,,
158,2017-06-08T12:04:24.618Z,Repetition,False,276893,playlist,https://open.spotify.com/user/1253842/playlist/5yb4olonApvaO9LlmQXS88
159,2017-05-09T18:09:52.212Z,Come My Way,False,230173,playlist,
160,2017-04-15T14:55:06.780Z,Put The Pot On,False,228800,playlist,
161,2017-05-18T20:08:59.831Z,Bad Man!,True,256693,,
162,2017-04-22T18:17:50.162Z,Hollaback Girl,True,199853,,
163,2017-06-02T12:47:20.746Z,Smiling Faces Sometimes,False,195866,,
164,2017-05-17T10:22:02.621Z,Fikisha (To Help Someone to Arrive),False,169946,album,
165,2017-06-19T09:43:52.908Z,Walkin' Thru The Park,False,164293,playlist,https://open.spotify.com/user/1170891844/playlist/6LLD97iHPZRTGXixrrkqq5
166,2017-05-09T19:05:09.235Z,Ascension (Don't Ever Wonder),False,346133,playlist,
167,2017-06-24T18:10:08.017Z,Bencalado,False,615772,playlist,https://open.spotify.com/user/1170891844/playlist/29XAftFCmwVBJ64ROX8gzA
168,2017-05-22T12:23:03.067Z,A Change Is Gonna Come,False,191160,playlist,
169,2017-04-07T00:19:54.321Z,I'm a King Bee,False,186306,playlist,
170,2017-04-15T14:23:07.533Z,Lost Highway - Single Version,False,160786,artist,
171,2017-04-10T19:51:16.854Z,Lost In Music,False,272666,album,
172,2017-06-29T06:45:55.357Z,Complain,False,360544,playlist,https://open.spotify.com/user/1170891844/playlist/34Eiti0QsIeYOZOczaDXKm
173,2017-05-17T06:31:50.767Z,We Got the Funk,True,200533,playlist,
174,2017-04-22T21:13:48.537Z,Frolic,False,77837,playlist,
175,2017-04-06T22:32:02.168Z,Dark Night,False,231466,playlist,
176,2017-05-24T12:50:04.511Z,Styles Crew Flows Beats,False,351079,album,https://open.spotify.com/album/3tbAr7OCbuu3ojhSG6FPC6
177,2017-05-19T08:35:51.991Z,Done Got Old,False,186240,album,
178,2017-06-21T06:42:32.668Z,Restory,False,417391,playlist,https://open.spotify.com/user/11161445590/playlist/3j4Ul4wQZjcAcJzRiZL6rg
179,2017-06-04T18:55:51.664Z,Another Sleepless Night - Classic Mix,False,253613,album,https://open.spotify.com/album/2SRQRJDijX4d1KsVQjVFgP
180,2017-04-25T20:02:11.362Z,An Unsane Tale,False,430546,playlist,
181,2017-04-21T17:00:13.128Z,Psychic City - Classixx Remix,False,251380,,
182,2017-04-22T18:30:25.962Z,This Love,False,206200,,
183,2017-05-14T10:23:34.174Z,Night Walker,False,308560,playlist,
184,2017-04-16T19:43:51.730Z,Leave The World Behind - Original Mix,False,410493,playlist,
185,2017-06-07T13:12:31.854Z,Sonification,False,230146,album,https://open.spotify.com/album/3APzha7n0cOFqWyk6rQJhj
186,2017-04-15T18:32:50.911Z,All The Way,False,311666,playlist,
187,2017-05-03T12:46:15.785Z,It Serves You Right To Suffer - The Avener Rework,False,205400,playlist,
188,2017-06-05T11:48:34.976Z,Outside,False,568888,playlist,https://open.spotify.com/user/snip3rwarface/playlist/0OEieW2vRqVZRraoFsw4Z4
189,2017-06-24T19:18:41.659Z,Happy,False,220000,playlist,https://open.spotify.com/user/1170891844/playlist/29XAftFCmwVBJ64ROX8gzA
190,2017-06-09T19:41:44.134Z,Work,True,219320,playlist,https://open.spotify.com/user/1170891844/playlist/2owxd85nzUvvqI9zf7r4xp
191,2017-04-25T08:29:45.098Z,Stay with Me,False,307046,album,
192,2017-04-25T17:55:55.747Z,Cinder Cone,False,340703,playlist,
193,2017-05-12T08:14:07.157Z,I'm Beginning to See the Light,False,188640,album,
194,2017-04-22T17:03:11.247Z,Voodoo Child (Slight Return),False,312426,,
195,2017-05-27T15:53:17.175Z,Habiba,True,215978,playlist,
196,2017-06-26T10:53:30.880Z,Sliced Tomatoes,False,142693,playlist,https://open.spotify.com/user/spotify/playlist/37i9dQZEVXcGxnwyDbJhDT
197,2017-06-04T15:39:16.133Z,Back To Africa - Little Green Men Remix,False,323266,album,https://open.spotify.com/album/1FptUZwFKpRFza1EfkIvOg
198,2017-04-10T09:03:07.444Z,From Trouble They Know Me,False,214810,playlist,
199,2017-06-13T12:08:58.527Z,King in My Empire (with Cornel Campbell),False,386240,playlist,https://open.spotify.com/user/spotify/playlist/37i9dQZEVXcGxnwyDbJhDT
200,2017-06-21T19:36:50.903Z,Quiero Más (Bonus Track),False,246533,,
201,2017-04-20T12:39:08.958Z,Ledi Coumbe,False,196666,album,
202,2017-05-02T18:14:50.259Z,Shimmy Shimmy Ya,False,145880,playlist,
203,2017-06-27T01:25:09.451Z,Magic Monkey Juice,False,419640,playlist,https://open.spotify.com/user/1247547868/playlist/7AvfjBMGuUC1ZCYn5nI4R4
204,2017-04-05T07:59:55.731Z,Sólo Tú,False,253186,,
205,2017-06-09T18:58:08.823Z,Heroes,False,394785,playlist,https://open.spotify.com/user/1170891844/playlist/34Eiti0QsIeYOZOczaDXKm
206,2017-04-25T11:28:32.168Z,Ali Aoudy,False,393480,album,
207,2017-04-14T12:15:13.600Z,Lisszabon,False,345600,album,
208,2017-06-05T10:07:14.331Z,Superfly (Album Version) (2014 Remaster),False,232506,playlist,https://open.spotify.com/user/spotify/playlist/37i9dQZEVXcGxnwyDbJhDT
209,2017-06-19T19:01:12.526Z,Tout n'est pas si facile,False,290866,playlist,https://open.spotify.com/user/spotify/playlist/37i9dQZEVXcGxnwyDbJhDT
210,2017-06-19T09:01:57.998Z,Dark Night,False,231466,playlist,https://open.spotify.com/user/1170891844/playlist/6LLD97iHPZRTGXixrrkqq5
211,2017-04-19T12:20:43.341Z,On The Windrush - UNKLE Reconstruction,False,434363,album,
212,2017-05-03T16:54:21.501Z,Soy Yo,False,159800,,
213,2017-05-10T07:29:29.454Z,Frequency,True,298240,album,
214,2017-04-05T09:06:04.357Z,A Silver Lining,False,293720,artist,
215,2017-04-06T09:40:59.792Z,Splash Waterfalls,True,290760,playlist,
216,2017-06-08T11:44:59.748Z,Inner Beauty - Original Mix,False,315453,playlist,https://open.spotify.com/user/1253842/playlist/5yb4olonApvaO9LlmQXS88
217,2017-04-10T07:11:31.507Z,Bellbottoms,False,316880,playlist,
218,2017-04-21T19:28:21.197Z,Square 1,False,396431,album,
219,2017-05-24T12:53:56.203Z,Casio,False,231039,album,https://open.spotify.com/album/3tbAr7OCbuu3ojhSG6FPC6
220,2017-05-20T16:24:52.715Z,Too young,False,197973,playlist,
221,2017-06-09T19:50:01.085Z,Down In Mexico,False,196466,playlist,https://open.spotify.com/user/1170891844/playlist/6Sl2nf79IZcs8ObeQGNAuV
222,2017-04-14T22:31:13.480Z,"I'm Leavin' U (Gotta Go, Gotta Go ) [feat. MC Lyte] - C & J Fulltime Mix",False,273306,playlist,
223,2017-04-21T12:29:06.714Z,Easy Rider,True,259301,playlist,
224,2017-05-17T08:38:34.106Z,Try Me,False,263480,album,
225,2017-05-23T08:26:17.122Z,Nothin' in the World Can Stop Me Worryin' 'Bout That Girl,False,185773,album,https://open.spotify.com/album/451kD1EliOug21dypPYnMn
226,2017-06-04T09:12:17.857Z,More Than You Know,False,203000,playlist,https://open.spotify.com/user/spotify/playlist/37i9dQZF1DWZKxDdpAkEjR
227,2017-06-26T21:17:17.321Z,Crossroads Limiter,False,666750,playlist,https://open.spotify.com/user/1247547868/playlist/7AvfjBMGuUC1ZCYn5nI4R4
228,2017-05-09T18:29:06.107Z,Cleaned Out,False,187387,playlist,
229,2017-05-02T21:11:02.657Z,Just Don't Want To Be Lonely,False,307573,,
230,2017-06-05T10:33:43.193Z,"Flashlight - Feat. Q-Tip, Busta Rhymes, Ol' Dirty Bastard And P-Funk",True,379440,playlist,https://open.spotify.com/user/spotify/playlist/37i9dQZEVXcGxnwyDbJhDT
231,2017-05-18T18:46:54.765Z,Hercules,False,252933,playlist,
232,2017-04-11T08:26:22.476Z,The Creator,False,283813,playlist,
233,2017-04-02T19:16:52.732Z,You Dropped A Bomb On Me,False,314640,playlist,
234,2017-06-07T08:35:04.064Z,In And Out Of Phase - Calyx & TeeBee Remix,False,370257,playlist,https://open.spotify.com/user/1253842/playlist/5yb4olonApvaO9LlmQXS88
235,2017-04-04T12:54:59.944Z,Lovely Inspiration - Feat. Frankie Beverly,False,311333,,
236,2017-05-03T17:05:16.787Z,Bad Boys de Marseille (feat. Shurik'n) - Part 2,False,223133,,
237,2017-04-22T17:40:41.178Z,I Ain't Drunk,False,247026,,
238,2017-06-07T09:36:42.003Z,Valerie - Version Revisited,False,219413,,
239,2017-06-04T18:46:28.985Z,You're My One And Only True Love,False,216320,album,https://open.spotify.com/album/2SRQRJDijX4d1KsVQjVFgP
240,2017-04-11T19:01:45.172Z,"Lord, Have Mercy on Me",False,594093,album,
241,2017-05-22T18:29:43.062Z,See You Leave,True,299320,playlist,
242,2017-05-24T13:55:36.213Z,This Bitter Earth,False,274200,album,https://open.spotify.com/album/4he7R24eqd1EbF9kegiAK8
243,2017-04-05T11:39:59.243Z,Tearing Me Up - RAC Mix,False,328266,playlist,
244,2017-06-27T13:03:16.882Z,Unity Gain,False,376952,playlist,https://open.spotify.com/user/1166777603/playlist/78CnfaxoM4CZ3RJgZyj1HH
245,2017-04-09T19:30:26.599Z,Disco Devil,False,471826,playlist,
246,2017-05-13T18:29:32.551Z,And I Love Her,False,170520,album,
247,2017-06-07T08:08:22.122Z,Neva Left,True,306755,album,https://open.spotify.com/album/4HGpekiabmZyat5xw23uZB
248,2017-05-23T20:56:46.300Z,Techno Systems - Original Mix,False,497142,,
249,2017-04-06T23:29:16.275Z,Sunshine Of Your Love,False,197160,playlist,
250,2017-04-19T15:23:54.847Z,Red House,False,229960,,
251,2017-04-03T19:59:45.082Z,Action,True,194600,playlist,
252,2017-06-25T22:59:20.638Z,Celestine - Live,False,709546,album,https://open.spotify.com/album/3xmoreNKcN0AL1GUt2X8Qq
253,2017-04-08T17:20:08.522Z,Apocalypse,False,290146,playlist,
254,2017-04-02T21:28:07.304Z,The Ghetto,False,302133,playlist,
255,2017-04-04T14:01:29.850Z,Make Love To Me,False,288213,,
256,2017-04-11T15:26:39.859Z,Teardrop,False,330773,album,
257,2017-04-22T21:37:27.647Z,Music for New Orleans River Cruises,False,76800,playlist,
258,2017-04-12T08:24:15.936Z,Believe (ASOT 797),False,234713,,
259,2017-04-21T17:31:37.740Z,I Wanna Be Your Dog,False,188560,,
260,2017-05-22T20:07:44.245Z,Anti Love Song,False,272426,playlist,https://open.spotify.com/user/spotify/playlist/37i9dQZEVXcGxnwyDbJhDT
261,2017-05-09T18:21:46.927Z,By Design,True,257053,playlist,
262,2017-05-18T19:40:16.181Z,Dat Dere,False,170933,,
263,2017-04-08T18:23:54.819Z,We Go Home Together,False,155439,playlist,
264,2017-05-13T19:03:37.859Z,Kansas City,False,240373,album,
265,2017-04-06T15:02:27.875Z,All Night Long,False,355800,album,
266,2017-05-11T06:36:20.443Z,Give the Drummer Some,False,287000,playlist,
267,2017-05-13T20:13:53.263Z,Splanky - Remix; 1994 Remastered Version,False,216266,,
268,2017-04-16T20:42:08.743Z,Inertia,False,395504,album,
269,2017-04-14T22:58:50.230Z,National Anthem (F*ck the World),True,231000,playlist,
270,2017-06-24T23:09:19.180Z,Why Don't We Do It In The Road,False,227346,playlist,https://open.spotify.com/user/1170891844/playlist/6LLD97iHPZRTGXixrrkqq5
